NAME	rank
MEGF6	9.07368899250496
BCO2	5.72286630261078
ULK2	5.51854275458917
KCNE1	5.44431529115011
ANGPTL3	4.99751158179653
CUNH14ORF180	4.38066491671507
CXCR4	4.35752002637517
ELL	4.25362240359847
PDP1	4.20471989591765
FAIM2	4.19390985132857
CDC7	-4.09502293564247
SHC4	4.1037968883752
P4HA2	4.04895799362022
NEUROD2	4.0295326451008
JUN	3.91392247180386
GADD45G	3.88989631394606
RBBP8	-3.74300681570117
BOK	3.68617889126838
TOR3A	3.70317919270703
DENND3	3.69404647471832
RAPSN	3.66632608610043
TMPRSS15	3.6583925861535
SNX24	3.50599131266159
ICE2	-3.46014398053455
TET3	3.42731390477542
KIF20A	3.39868104519449
KLF15	3.34455033435561
ELOVL5	3.22676939293169
SEMA5A	3.24977506682654
STBD1	3.2280893797808
ZBTB21	3.20510357163342
PPTC7	3.19046801572
FAM214B	-3.17009294907692
TNNI3K	3.15422531325348
OGDH	-3.14708826722116
STARD5	3.12167638173851
CIDEC	-3.1097189252543
MAP3K8	3.1232092640013
PRPF31	-3.10459054929405
G0S2	3.11106660033075
RGCC	3.09655591770772
SOAT1	3.08620461074395
CEBPA	3.06763189996517
HPS6	3.02500030990339
TXNIP	3.01032829619278
LONP1	2.99261480664555
MGEA5	-2.95662151900141
ATF3	2.93490740814054
PPP1R3B	2.90059430611494
TPK1	-2.84361917438546
RBMX	2.75397079215323
WNT9A	-2.74206564884073
FOSL1	2.73387143597161
GALNT3	2.71661694869217
TMEM244	2.71408646064263
CENPN	2.71342647744491
SRSF5	-2.65464941763705
CISH	-2.65846436174196
TMCC3	-2.65591736360051
APTX	2.60891424995661
DDIT4	2.59798879237201
CAMSAP2	2.57977723888201
BBS1	2.57841815356964
FLCN	2.56636678597244
CHAF1A	-2.53456098570882
RBM12	-2.52478359531695
BPHL	2.511846012317
EIF2AK3	2.5048698915907
CUNH3ORF52	2.4834652879986
PLBD1	2.4790339205849
FOXN2	2.45671302619282
BLM	-2.45475614951725
IFRD1	2.46927909730049
FAM198B	-2.45559469119453
TMPRSS7	2.44497381542188
TMEM45A	2.42971958590408
RHOF	-2.39464446987704
COLGALT1	2.39024372859836
LURAP1L	2.37180867147416
P4HA1	2.35376901648306
LYSMD3	2.35167872052042
RALGDS	2.34770774531646
CACNB1	-2.33418218254126
PPP1R10	2.33677901875212
GLS2	-2.31377561383071
ELOVL7	2.31314446701636
NT5E	2.30364031525162
PKIB	2.29152535451081
BCL2L14	2.28631016968046
FBXO31	2.27315103415764
ATP10A	2.2645272483883
TMEM260	2.23992690127709
FOSB	2.2484463315099
DGCR8	-2.24795298532987
DNMT1	-2.24492713722594
TSN	-2.23505080487397
HNF1B	2.23177139303599
SKIL	2.22684763059726
OTX1	2.21891207282628
FAM107B	2.20703271300409
SLC38A4	2.20292269462996
NUFIP2	2.18767442888176
ERAL1	-2.18862289511653
