NAME	rank
ULK2	5.72199101875009
BCO2	5.82084972094449
KCNE1	5.14649304046777
ANGPTL3	4.96481382655678
CUNH14ORF180	4.50662732886215
NEUROD2	4.45786907639255
CXCR4	4.26402036870292
P4HA2	4.24267457755372
ELL	4.14622082626457
GADD45G	4.10279314869759
DENND3	4.01914341994198
PDP1	4.04285782199517
JUN	3.8320225345373
TOR3A	3.85261170689481
KIF20A	3.86718170453277
TMPRSS15	3.75344848490658
ELOVL7	3.69959968698194
SEMA5A	3.61068947858398
BOK	3.52522009732053
SNX24	3.45574162876191
STBD1	3.45399208350872
CIDEC	-3.39014908321434
TET3	3.36954005640669
KLF15	3.3532854389365
CENPN	3.30442143734095
ICE2	-3.2493895511691
PPTC7	3.25126755730495
ZBTB21	3.23460983128198
FAM214B	-3.21226307644815
ELOVL5	3.17413357740917
SOAT1	3.16333080252766
MAP3K8	3.16481183851508
TMEM244	3.15782181152012
STARD5	3.09408416759207
OPN3	3.08293176533693
CEBPA	3.07328183647889
LONP1	3.01213088337175
TXNIP	2.99224746014656
HPS6	2.96678269465252
TMPRSS7	2.91917523508365
G0S2	2.92637129548731
MGEA5	-2.89160359633466
TMCC3	-2.88576473552105
CAMSAP2	2.86985018605596
CISH	-2.86725395250326
ATF3	2.84848813983637
PRPF31	-2.82613495227502
SRSF5	-2.84052899735569
BIN2	2.82733692478202
FOSL1	2.80838326034538
PPP1R3B	2.80828036311484
BBS1	2.79170653885065
FLCN	2.76306254382992
MYOM1	2.74442383174145
RBMX	2.71397998412124
RGCC	2.71191043841181
HOOK3	2.69670526139671
WNT9A	-2.68777166058818
ADPRHL1	2.68205341443723
TMEM45A	2.63750747664066
SLC25A20	2.59509023553902
EIF2AK3	2.56886372207832
APTX	2.55800758726672
ATP10A	2.55031339220624
DDIT4	2.54572696839517
CUNH3ORF52	2.53585300902998
CACNB1	-2.51530130080959
ATXN7L2	2.45783043216892
IFRD1	2.41413446778384
PEA15	2.40989285444531
KIAA1024	2.40723676916418
PLBD1	2.39868240711399
P4HA1	2.3941003026363
PKIB	2.36457117553435
AAED1	2.36650002746268
BCL2L14	2.3670615850698
FBXO31	2.34928581671266
GLS2	-2.34000273764876
RNF208	2.33067075486851
COLGALT1	2.33442927239338
DNMT1	-2.31290723841136
CNGA3	2.31106114071386
OTX1	2.29710176720219
RBM12	-2.29257629259276
FOXN2	2.29011660566001
SERTAD2	2.285605096737
SKIL	2.28724392155813
BLM	-2.26748299722562
RHOF	-2.26798853345987
DNAL1	2.27293624266732
LMTK3	2.27780561111655
PIWIL1	-2.27137628749064
HNF1B	2.25588634528877
LYSMD3	2.247532497559
SETBP1	2.23684834806889
PPP1R10	2.23801900796262
MTF2	-2.21794161395289
NUFIP2	2.21822185240227
LURAP1L	2.2198546686745
ATF2	2.1681943869727
SPECC1L	2.18018087664793
MSANTD1	2.16960525065032
ARF4	2.17860253812328
SLC15A1	2.17695298923176
NR4A3	2.16822175338124
COQ10B	2.16620548002743
MDGA2	2.15236709683237
FAIM2	2.15262668500001
SLC38A4	2.14761119377279
DCAF17	-2.13913324011826
PPIG	-2.13629346239282
CCNJ	2.1283419123397
ERAL1	-2.13270002798173
DGCR8	-2.12794682395937
DUSP8	2.13024288050738
SLC25A16	2.11984601653231
PHC3	-2.11724188499331
PNPLA2	2.10927751650749
SLC24A4	2.11521250840714
SART1	-2.10058376885036
RHOQ	-2.09409212782743
ANKRD9	2.09127374549283
DIS3L2	-2.08294359050837
NT5E	2.08041602600644
IPPK	2.07104167478776
NFYB	-2.0602460568358
RALGDS	2.05689176948113
PMM1	2.03547404527477
IRAK1	2.02646297044713
GAS2L3	2.01979099929989
CIART	2.02012966836318
CSNK1D	2.00739049074147
CREB3L2	2.0101125386545
HEBP1	2.00875215790776
GET4	-1.99018564690515
TRIP13	-1.99497280327824
SLC3A2	1.99930401871682
MAP4K5	1.99093614775218
NFE2L1	1.99340001528904
RBM15B	1.99683479912792
ALPK2	1.98507163555035
CHAF1A	-1.97301812186976
USP42	1.96045537273401
FRRS1L	1.96227572348532
BPHL	1.93671193207845
SFRP5	1.93051317485538
ATP4B	1.91855983406483
ARRDC3	-1.92704660221716
SULT6B1	1.92231334688677
ALDOC	1.91531701483303
TTYH1	1.91098332887435
MTR	1.90371990908546
MPV17L	1.89913793577564
SF3B4	-1.89985247950465
MTHFD2	1.89305639774586
FAM102A	1.89251578207945
CCND1	-1.88021060360616
TBC1D2B	1.86670442111112
LIN37	-1.86540109525882
FAM198B	-1.86687752286311
GRASP	1.86809014773851
WISP2	1.85640537187632
RIN2	-1.85195631163976
CIB1	1.84897132300204
FAM107B	1.8421449186174
GRINA	1.83742842482843
